Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,All Ages,148,"5,825",360,70,10,448,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,Under 1 year,0,42,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,0-17 years,0,54,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,15-24 years,,26,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,18-29 years,,53,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,25-34 years,,62,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,30-49 years,,227,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,35-44 years,,101,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,45-54 years,,232,13,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,50-64 years,23,670,48,11,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,55-64 years,21,531,38,,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,65-74 years,25,917,62,14,,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,75-84 years,29,"1,157",61,14,,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,85 years and over,60,"2,747",173,25,,211,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,15-24 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,18-29 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,25-34 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,30-49 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,45-54 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,50-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,55-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,65-74 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,75-84 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,85 years and over,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,All Sexes,All Ages,"1,654","17,084","1,312",708,36,"2,290",
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,All Ages,963,"9,142",770,445,22,"1,307",
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,Under 1 year,0,54,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,0-17 years,0,126,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,1-4 years,0,15,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,5-14 years,0,25,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,15-24 years,,153,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,18-29 years,,210,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,25-34 years,,187,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,30-49 years,23,622,13,,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,35-44 years,,308,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,45-54 years,28,495,25,11,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,50-64 years,97,"1,452",100,42,,160,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,55-64 years,81,"1,173",81,35,,132,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,65-74 years,224,"1,996",186,115,,303,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,75-84 years,329,"2,495",268,154,,444,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,85 years and over,288,"2,241",199,125,,364,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,All Ages,691,"7,942",542,263,14,983,
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,Under 1 year,0,40,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,0-17 years,0,73,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,15-24 years,0,48,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,18-29 years,0,73,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,25-34 years,0,106,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,30-49 years,16,346,13,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,35-44 years,,161,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,45-54 years,20,300,23,12,0,31,
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,50-64 years,62,983,81,33,,112,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,55-64 years,51,805,66,26,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,65-74 years,127,"1,421",116,60,,185,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,75-84 years,183,"2,049",134,70,,249,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,85 years and over,303,"2,997",194,93,,410,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,All Ages,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,Under 1 year,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,0-17 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,15-24 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,18-29 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,25-34 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,30-49 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,45-54 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,50-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,55-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,65-74 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,75-84 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,85 years and over,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Illinois,All Sexes,All Ages,"18,389","137,272","15,728","8,988",224,"25,347",
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,All Ages,"9,948","70,760","8,670","5,193",96,"13,518",
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,Under 1 year,,396,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,0-17 years,,726,,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,1-4 years,0,62,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,5-14 years,,110,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,15-24 years,18,"1,049",15,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,18-29 years,43,"1,886",42,18,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,25-34 years,73,"1,982",58,24,,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,30-49 years,494,"5,514",337,207,,630,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,35-44 years,213,"2,594",152,87,,282,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,45-54 years,568,"4,713",428,269,,732,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,50-64 years,"1,637","13,640","1,412",857,23,"2,214",
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,55-64 years,"1,303","10,860","1,139",695,20,"1,766",
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,65-74 years,"2,415","15,503","2,106","1,318",17,"3,220",
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,75-84 years,"2,767","16,842","2,529","1,539",24,"3,780",
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,85 years and over,"2,588","16,649","2,235","1,252",23,"3,593",
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,All Ages,"8,441","66,511","7,058","3,795",128,"11,829",
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,Under 1 year,,296,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,0-17 years,,496,10,0,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,1-4 years,0,57,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,5-14 years,0,90,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,15-24 years,10,351,,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,18-29 years,20,606,21,10,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,25-34 years,43,702,38,20,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,30-49 years,214,"2,689",200,95,,323,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,35-44 years,93,"1,271",88,39,,146,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,45-54 years,254,"2,623",247,130,,375,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,50-64 years,862,"8,235",857,452,23,"1,290",
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,55-64 years,696,"6,636",698,365,19,"1,048",
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,65-74 years,"1,418","11,172","1,288",736,17,"1,986",
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,75-84 years,"2,153","15,952","1,928","1,049",31,"3,061",
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,85 years and over,"3,773","27,361","2,754","1,453",47,"5,121",
